Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_kw,thermal_stress,Type_encoded
299.1,310.5,1389,61.4,64,0,0,0,0,0,0,11.399999999999977,8.930982427478135,101.81319967325054,0
299.1,310.4,1524,51.4,66,0,0,0,0,0,0,11.299999999999955,8.20307540964138,92.69475212894723,1
299.1,310.4,1422,49.3,69,0,0,0,0,0,0,11.299999999999955,7.341336544761699,82.95710295580686,1
299.1,310.5,1739,27.4,72,0,0,0,0,0,0,11.399999999999977,4.9897497237946205,56.88314685125856,0
299.1,310.5,1736,26.9,74,0,0,0,0,0,0,11.399999999999977,4.8902450124799195,55.74879314227097,0
299.1,310.5,1419,48.8,76,0,0,0,0,0,0,11.399999999999977,7.251549826722104,82.66766802463182,0
299.1,310.6,1326,49.7,78,0,0,0,0,0,0,11.5,6.901262245846842,79.36451582723868,0
299.1,310.6,1449,43.2,80,0,0,0,0,0,0,11.5,6.555121567274318,75.38389802365465,1
299.2,310.6,1534,39.7,83,0,0,0,0,0,0,11.400000000000034,6.377412142836256,72.70249842833354,0
299.2,310.6,1443,50.9,85,0,0,0,0,0,0,11.400000000000034,7.691529877857354,87.6834406075741,1
299.2,310.6,1498,41.1,88,0,0,0,0,0,0,11.400000000000034,6.44736493925619,73.49996030752078,0
299.1,310.6,1796,26.0,90,0,0,0,0,0,0,11.5,4.889993685067632,56.234927378277774,0
299.1,310.4,1519,45.3,92,0,0,0,0,0,0,11.299999999999955,7.205839653612373,81.42598808581948,0
299.0,310.4,1339,49.6,94,0,0,0,0,0,0,11.399999999999977,6.954899704419133,79.28585663037796,0
299.0,310.4,1483,41.5,96,0,0,0,0,0,0,11.399999999999977,6.444924968961901,73.47214464616553,0
298.9,310.2,2099,20.0,98,0,0,0,0,0,0,11.300000000000011,4.396135319923317,49.676329115133534,1
299.0,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,5.253088491994028,59.35989995953258,1
299.1,310.4,1369,54.5,104,0,0,0,0,0,0,11.299999999999955,7.813193289355375,88.28908416971538,2
299.0,310.4,1512,38.8,109,0,0,0,0,0,0,11.399999999999977,6.143447265947912,70.03529883180606,0
299.0,310.3,1303,68.6,111,1,0,0,1,0,0,11.300000000000011,9.360459087174883,105.77318768507628,1
299.0,310.3,1552,39.9,114,0,0,0,0,0,0,11.300000000000011,6.484749891833907,73.27767377772322,0
299.0,310.4,1713,28.0,116,0,0,0,0,0,0,11.399999999999977,5.022778334559361,57.2596730139766,0
298.9,310.3,1456,44.1,118,0,0,0,0,0,0,11.400000000000034,6.724013588331306,76.65375490697711,0
299.0,310.4,1524,39.8,120,0,0,0,0,0,0,11.399999999999977,6.351797690733987,72.4104936743673,0
299.0,310.4,1394,45.2,122,0,0,0,0,0,0,11.399999999999977,6.598266106383618,75.2202336127731,1
299.0,310.4,1981,21.2,125,0,0,0,0,0,0,11.399999999999977,4.397936499711375,50.13647609670957,0
299.0,310.4,1565,36.1,127,0,0,0,0,0,0,11.399999999999977,5.916299645117859,67.44581595434346,0
299.1,310.4,1657,31.0,129,0,0,0,0,0,0,11.299999999999955,5.379139661231563,60.78427817191642,0
299.0,310.4,1625,37.1,131,0,0,0,0,0,0,11.399999999999977,6.313292236776488,71.97153149925182,1
299.0,310.4,1606,31.1,134,0,0,0,0,0,0,11.399999999999977,5.230395721059599,59.626511220079315,0
299.0,310.5,1336,56.8,136,0,0,0,0,0,0,11.5,7.946637673304358,91.38633324300012,2
299.0,310.6,1587,34.2,141,0,0,0,0,0,0,11.600000000000023,5.683706597021581,65.93099652545047,1
299.1,310.6,1602,39.7,144,0,0,0,0,0,0,11.5,6.660113593757289,76.59130632820882,0
299.1,310.5,1471,38.4,146,0,0,0,0,0,0,11.399999999999977,5.91524197559115,67.43375852173898,0
299.1,310.6,1332,48.0,148,0,0,0,0,0,0,11.5,6.6953622633305665,76.99666602830152,2
299.2,310.6,1434,48.4,153,0,0,0,0,0,0,11.400000000000034,7.268137435933057,82.8567667696371,2
299.1,310.6,1921,23.9,158,0,0,0,0,0,0,11.5,4.807882925078307,55.29065363840053,0
299.2,310.6,1704,30.6,160,0,0,0,0,0,0,11.400000000000034,5.460339359351347,62.24786869660554,2
299.1,310.6,1397,49.5,165,0,0,0,0,0,0,11.5,7.241528146157153,83.27757368080725,1
299.1,310.6,1791,28.0,168,0,0,0,0,0,0,11.5,5.251486279740698,60.392092217018025,2
299.1,310.6,1818,24.1,173,0,0,0,0,0,0,11.5,4.58817040686175,52.763959678910126,0
299.2,310.7,1540,36.3,175,0,0,0,0,0,0,11.5,5.854043750699219,67.32150313304102,0
299.2,310.8,1502,39.8,177,0,0,0,0,0,0,11.600000000000023,6.2601050731512125,72.6172188485542,1
299.2,310.8,1761,30.4,180,0,0,0,0,0,0,11.600000000000023,5.606109258477914,65.03086739834393,2
299.1,310.8,1517,38.4,185,0,0,0,0,0,0,11.699999999999989,6.100218951034516,71.37256172710377,1
299.1,310.7,1309,51.1,188,0,0,0,0,0,0,11.599999999999966,7.004693947978532,81.25444979655073,0
298.9,310.6,1363,52.6,190,0,0,0,0,0,0,11.700000000000045,7.5077571795978635,87.84075900129534,0
299.0,310.6,1787,22.2,192,0,0,0,0,0,0,11.600000000000023,4.154379293254071,48.190799801747325,1
298.9,310.5,1640,29.2,195,0,0,0,0,0,0,11.600000000000023,5.014819633170267,58.171907744775204,0
298.9,310.6,1720,25.3,197,0,0,0,0,0,0,11.700000000000045,4.556984863787115,53.31672290630945,1
298.8,310.5,1384,52.8,200,0,0,0,0,0,0,11.699999999999989,7.652417049320162,89.53327947704581,0
298.8,310.5,1294,55.8,202,0,0,0,0,0,0,11.699999999999989,7.561310862366057,88.46733708968279,2
298.8,310.5,1464,46.4,207,0,0,0,0,0,0,11.699999999999989,7.11357107737644,83.22878160530426,0
298.8,310.6,1803,25.4,209,0,0,0,0,0,0,11.800000000000011,4.795766849410963,56.59004882304942,0
298.8,310.6,1602,39.1,211,0,0,0,0,0,0,11.800000000000011,6.559456965136272,77.40159218860809,0
298.9,310.6,1519,38.8,213,0,0,0,0,0,0,11.700000000000045,6.171889151438412,72.2111030718297,2
298.9,310.7,1638,33.6,218,0,0,0,0,0,0,11.800000000000011,5.763440218569691,68.00859457912243,1
298.9,310.6,1615,33.0,221,0,0,0,0,0,0,11.700000000000045,5.581039349102268,65.29816038449678,2
298.8,310.6,1651,33.3,0,0,0,0,0,0,0,11.800000000000011,5.757314112895191,67.93630653216331,0
298.9,310.6,1387,52.7,2,0,0,0,0,0,0,11.700000000000045,7.65448002849602,89.55741633340378,0
298.8,310.5,1678,32.8,4,0,0,0,0,0,0,11.699999999999989,5.763607770177882,67.43421091108115,1
298.9,310.6,1585,38.1,7,0,0,0,0,0,0,11.700000000000045,6.323868932043574,73.9892665049101,0
298.8,310.6,1640,33.8,9,0,0,0,0,0,0,11.800000000000011,5.804825465792979,68.49694049635723,1
298.9,310.6,1406,43.8,12,0,0,0,0,0,0,11.700000000000045,6.4489357355829835,75.4525481063212,0
298.9,310.6,1679,35.8,14,0,0,0,0,0,0,11.700000000000045,6.2945159846835335,73.64583702079763,1
298.9,310.5,1717,26.9,17,0,0,0,0,0,0,11.600000000000023,4.836722745638261,56.10598384940394,0
298.9,310.5,1429,39.9,19,0,0,0,0,0,0,11.600000000000023,5.970816749633153,69.2614742957447,2
298.9,310.4,1533,44.4,24,0,0,0,0,0,0,11.5,7.127771076170665,81.96936737596265,1
298.9,310.5,1525,38.5,27,0,0,0,0,0,0,11.600000000000023,6.148358622463024,71.32096002057122,1
298.9,310.4,1739,26.3,30,0,0,0,0,0,0,11.5,4.789431304226224,55.07845999860158,0
298.9,310.3,1436,39.0,32,0,0,0,0,0,0,11.400000000000034,5.864725165721426,66.85786688922445,0
298.8,310.2,1595,33.1,34,0,0,0,0,0,0,11.399999999999977,5.5286271116648775,63.02634907297948,1
298.7,310.1,1435,45.6,37,0,0,0,0,0,0,11.400000000000034,6.852441896010056,78.11783761451487,2
298.7,310.0,1637,31.8,42,0,0,0,0,0,0,11.300000000000011,5.45135440436208,61.60030476929157,0
298.7,310.1,1558,37.6,44,0,0,0,0,0,0,11.400000000000034,6.134567030713765,69.93406415013713,0
298.7,310.1,1644,34.1,46,0,0,0,0,0,0,11.400000000000034,5.870631359910174,66.92519750297619,1
298.7,310.1,1641,31.1,49,0,0,0,0,0,0,11.400000000000034,5.34438317450735,60.925968189383966,0
298.8,310.2,1504,41.0,51,0,0,0,0,0,0,11.399999999999977,6.4574389796987,73.61480436856503,0
298.7,310.1,1506,50.7,53,0,0,0,0,0,0,11.400000000000034,7.995793126357525,91.15204164047606,1
298.8,310.1,1380,44.0,56,0,0,0,0,0,0,11.300000000000011,6.358583530865742,71.85199389878295,2
298.7,310.1,1549,42.5,61,0,0,0,0,0,0,11.400000000000034,6.893963278915002,78.59118137963125,1
298.7,310.1,1402,69.7,64,1,0,0,1,0,0,11.400000000000034,10.233151638440082,116.65792867821729,1
298.7,310.1,1401,45.3,67,0,0,0,0,0,0,11.400000000000034,6.646070674595743,75.7652056903917,0
298.7,310.0,1459,40.2,69,0,0,0,0,0,0,11.300000000000011,6.142002133327261,69.40462410659812,1
298.7,309.9,1465,39.7,72,0,0,0,0,0,0,11.199999999999989,6.0905533176369735,68.21419715753403,0
298.8,310.0,1295,52.7,74,0,0,0,0,0,0,11.199999999999989,7.1467567677738595,80.04367579906715,1
298.8,310.0,1529,38.5,77,0,0,0,0,0,0,11.199999999999989,6.164485464751452,69.0422372052162,1
298.8,310.0,1484,44.9,80,0,0,0,0,0,0,11.199999999999989,6.977644835231121,78.14962215458849,1
298.8,309.9,1739,30.6,83,0,0,0,0,0,0,11.099999999999966,5.572494217084503,61.85468580963779,0
298.7,309.8,1422,40.7,85,0,0,0,0,0,0,11.100000000000023,6.060697715452357,67.2737446415213,2
298.8,309.8,1463,40.0,90,0,0,0,0,0,0,11.0,6.12820006960249,67.41020076562738,0
298.7,309.7,1667,30.4,92,0,0,0,0,0,0,11.0,5.306862086247974,58.375482948727715,0
298.7,309.7,1565,39.3,94,0,0,0,0,0,0,11.0,6.440736178757113,70.84809796632825,2
298.7,309.7,1393,45.7,99,0,0,0,0,0,0,11.0,6.666470082893054,73.33117091182359,0
298.8,309.7,1453,47.7,101,0,0,0,0,0,0,10.899999999999977,7.257927259808892,79.11140713191676,1
298.8,309.6,1442,50.0,104,0,0,0,0,0,0,10.800000000000011,7.550294344127469,81.54317891657675,0
298.7,309.6,1364,44.9,106,0,0,0,0,0,0,10.900000000000034,6.413414794646394,69.90622126164592,0
298.7,309.5,1453,40.4,108,0,0,0,0,0,0,10.800000000000011,6.147175289230172,66.38949312368592,2
298.7,309.5,1394,46.0,113,0,0,0,0,0,0,10.800000000000011,6.715049577293063,72.52253543476516,1
298.7,309.5,1500,38.8,116,0,0,0,0,0,0,10.800000000000011,6.094689747964198,65.8226492780134,1
298.6,309.5,1523,34.2,119,0,0,0,0,0,0,10.899999999999977,5.4544959970156714,59.4540063674707,2
298.7,309.6,1254,57.1,124,0,0,0,0,0,0,10.900000000000034,7.498290513735047,81.73136659971227,1
298.6,309.5,1325,52.2,127,0,0,0,0,0,0,10.899999999999977,7.242941862851268,78.94806630507865,0
298.8,309.7,1424,49.6,129,0,0,0,0,0,0,10.899999999999977,7.396398192003619,80.62074029283927,0
298.8,309.7,1505,39.0,131,0,0,0,0,0,0,10.899999999999977,6.14652602674843,66.99713369155775,0
298.8,309.7,1392,48.7,133,0,0,0,0,0,0,10.899999999999977,7.098994087463784,77.37903555335508,1
298.8,309.7,1529,44.0,136,0,0,0,0,0,0,10.899999999999977,7.045126245430231,76.79187607518935,0
298.8,309.7,1477,48.5,138,0,0,0,0,0,0,10.899999999999977,7.501547298119268,81.76686554949985,1
298.8,309.7,1459,47.3,141,0,0,0,0,0,0,10.899999999999977,7.226783604636305,78.77194129053555,1
299.0,309.8,2240,15.9,144,0,0,0,0,0,0,10.800000000000011,3.729698798341802,40.280747022091504,1
298.9,309.7,1449,48.8,147,0,0,0,0,0,0,10.800000000000011,7.404859548217285,79.97248312074676,0
298.8,309.7,1589,35.3,149,0,0,0,0,0,0,10.899999999999977,5.873909088245419,64.02560906187493,1
298.8,309.7,1740,28.5,152,0,0,0,0,0,0,10.899999999999977,5.193052656383927,56.60427395458469,0
298.8,309.7,1499,40.3,154,0,0,0,0,0,0,10.899999999999977,6.32608899085211,68.95437000028785,1
298.8,309.7,1480,38.1,157,0,0,0,0,0,0,10.899999999999977,5.904937551687375,64.36381931339226,1
298.8,309.7,1751,29.6,160,0,0,0,0,0,0,10.899999999999977,5.427583019949918,59.16065491745399,0
298.7,309.7,1510,40.6,162,0,0,0,0,0,0,11.0,6.4199493073658624,70.61944238102448,0
298.8,309.8,1437,48.2,164,0,0,0,0,0,0,11.0,7.253246286755044,79.78570915430548,2
298.8,309.7,1609,40.4,169,0,0,0,0,0,0,10.899999999999977,6.807161073896316,74.1980557054697,0
298.8,309.8,1490,35.9,171,0,0,0,0,0,0,11.0,5.601564421105721,61.61720863216293,2
298.7,309.7,1601,35.7,176,0,0,0,0,0,0,11.0,5.985330907692739,65.83863998462013,0
298.7,309.6,1665,31.1,178,0,0,0,0,0,0,10.900000000000034,5.422545999728663,59.10575139704261,0
298.7,309.6,1452,42.7,180,0,0,0,0,0,0,10.900000000000034,6.492666705320954,70.77006708799863,1
298.7,309.5,1487,33.6,183,0,0,0,0,0,0,10.800000000000011,5.232134068994585,56.50704794514158,1
298.7,309.6,1382,48.1,186,0,0,0,0,0,0,10.900000000000034,6.961161945775287,75.87666520895087,1
298.7,309.6,1686,26.2,189,0,0,0,0,0,0,10.900000000000034,4.625806686851754,50.42129288668428,1
298.6,309.6,1491,36.9,192,0,0,0,0,0,0,11.0,5.76146101519793,63.37607116717723,0
298.7,309.6,1442,55.6,194,0,0,0,0,0,0,10.900000000000034,8.395927310669746,91.51560768630053,0
298.6,309.6,1390,50.3,196,0,0,0,0,0,0,11.0,7.321691118701253,80.53860230571378,0
298.7,309.6,1502,46.7,198,0,0,0,0,0,0,10.900000000000034,7.345399671260344,80.064856416738,0
298.6,309.6,1344,59.4,200,0,0,0,0,0,0,11.0,8.36015504232087,91.96170546552956,1
298.5,309.5,1385,46.3,203,1,1,0,0,0,0,11.0,6.7152066569257425,73.86727322618317,0
298.7,309.7,1547,37.4,0,0,0,0,0,0,0,11.0,6.05885464776225,66.64740112538475,0
298.6,309.6,1525,42.4,2,0,0,0,0,0,0,11.0,6.7711793660372015,74.48297302640921,1
298.6,309.6,1540,35.8,5,0,0,0,0,0,0,11.0,5.773409539257083,63.50750493182791,0
298.6,309.5,1450,44.3,7,0,0,0,0,0,0,10.899999999999977,6.726673470111344,73.3207408242135,0
298.6,309.6,1353,62.5,9,0,0,0,0,0,0,11.0,8.85536429230623,97.40900721536853,0
298.8,309.7,1582,45.0,11,0,0,0,0,0,0,10.899999999999977,7.454999366968579,81.25949309995734,0
298.9,309.8,1396,49.0,13,0,0,0,0,0,0,10.900000000000034,7.163250129205206,78.07942640833699,0
298.8,309.8,1551,36.6,15,0,0,0,0,0,0,11.0,5.94458445097568,65.39042896073248,1
298.9,309.8,1836,22.8,18,0,0,0,0,0,0,10.900000000000034,4.383652725113055,47.781814703732444,1
298.9,309.8,1390,49.9,21,0,0,0,0,0,0,10.900000000000034,7.263466934854721,79.1717895899167,0
298.9,309.8,1534,42.1,23,0,0,0,0,0,0,10.900000000000034,6.762948393284796,73.7161374868045,0
298.8,309.7,1953,20.6,25,0,0,0,0,0,0,10.899999999999977,4.213064244023129,45.92240025985201,0
298.8,309.8,1634,33.6,27,0,0,0,0,0,0,11.0,5.749365883481608,63.24302471829769,0
298.7,309.7,1881,21.7,29,0,0,0,0,0,0,11.0,4.274419548547737,47.0186150340251,0
298.8,309.7,1448,44.8,31,0,0,0,0,0,0,10.899999999999977,6.793212402514377,74.04601518740655,1
298.7,309.7,1362,50.5,34,0,0,0,0,0,0,11.0,7.2027294768853185,79.2300242457385,1
298.8,309.7,1225,63.4,37,0,0,0,0,0,0,10.899999999999977,8.133059781368376,88.6503516169151,0
298.8,309.6,1384,48.2,39,0,0,0,0,0,0,10.800000000000011,6.98572920032636,75.44587536352476,1
298.8,309.8,1334,49.3,42,0,0,0,0,0,0,11.0,6.887020359150568,75.75722395065624,0
298.8,309.7,1336,50.3,44,0,0,0,0,0,0,10.899999999999977,7.0372513198452324,76.70603938631287,0
298.8,309.9,1331,61.6,46,0,0,0,0,0,0,11.099999999999966,8.585930834358857,95.30383226138302,1
298.8,309.9,1629,31.9,49,0,0,0,0,0,0,11.099999999999966,5.4417725467686315,60.403675269131625,0
298.9,310.0,1776,25.7,51,0,0,0,0,0,0,11.100000000000023,4.779744726877655,53.05516646834208,0
298.8,310.0,1530,38.3,53,0,0,0,0,0,0,11.199999999999989,6.136472930256942,68.72849681887769,2
298.9,310.0,1719,27.3,58,0,0,0,0,0,0,11.100000000000023,4.914361972083978,54.54941789013227,0
298.8,309.9,1495,35.2,60,0,0,0,0,0,0,11.099999999999966,5.5107723934169766,61.16957356692825,1
298.8,309.7,1450,43.1,63,0,0,0,0,0,0,10.899999999999977,6.544461096203137,71.33462594861405,0
298.8,309.8,1563,38.8,65,0,0,0,0,0,0,11.0,6.350666717378695,69.85733389116564,2
298.9,309.9,1501,37.1,70,0,0,0,0,0,0,11.0,5.831539475324006,64.14693422856406,1
298.8,309.9,1351,47.2,73,0,0,0,0,0,0,11.099999999999966,6.6776855686663685,74.12230981219646,0
298.9,309.9,1365,46.5,75,0,0,0,0,0,0,11.0,6.646824656832605,73.11507122515866,0
298.8,309.9,1525,39.7,77,0,0,0,0,0,0,11.099999999999966,6.339995774332002,70.37395309508501,0
298.8,309.8,1288,61.9,79,0,0,0,0,0,0,11.0,8.349012860376138,91.83914146413753,1
298.6,309.6,1423,42.7,82,0,0,0,0,0,0,11.0,6.362992232556279,69.99291455811907,0
298.5,309.6,1502,39.4,84,0,0,0,0,0,0,11.100000000000023,6.197189444275322,68.78880283145622,1
298.5,309.5,1428,43.5,87,0,0,0,0,0,0,11.0,6.504981748523026,71.55479923375329,0
298.6,309.5,1566,38.1,89,0,0,0,0,0,0,10.899999999999977,6.248062301312453,68.1038790843056,1
298.5,309.5,1483,44.8,92,0,0,0,0,0,0,11.0,6.957412978542004,76.53154276396204,1
298.6,309.6,1593,33.3,95,0,0,0,0,0,0,11.0,5.555058377857079,61.10564215642787,2
298.5,309.6,1724,26.4,100,0,0,0,0,0,0,11.100000000000023,4.766173046614147,52.90452081741714,0
298.5,309.7,2617,12.1,102,1,0,0,1,0,0,11.199999999999989,3.3160243496926105,37.1394727165572,0
298.6,309.7,1294,59.4,104,0,0,0,0,0,0,11.099999999999966,8.04913736961548,89.34542480273154,0
298.6,309.6,1533,40.7,106,0,0,0,0,0,0,11.0,6.533790153156445,71.87169168472089,0
298.5,309.4,1671,31.8,108,0,0,0,0,0,0,10.899999999999977,5.564577403597458,60.65389369921216,2
298.5,309.5,1370,52.4,113,0,0,0,0,0,0,11.0,7.517621780530136,82.6938395858315,0
298.5,309.6,1462,45.1,115,0,0,0,0,0,0,11.100000000000023,6.90482271752091,76.64353216448225,0
298.4,309.5,1545,36.6,117,0,0,0,0,0,0,11.100000000000023,5.921587992751402,65.72962671954069,0
298.4,309.5,1484,41.7,119,0,0,0,0,0,0,11.100000000000023,6.480351662118882,71.93190344951974,1
298.4,309.5,1344,45.3,122,0,0,0,0,0,0,11.100000000000023,6.375673794901269,70.76997912340423,1
298.4,309.5,1357,50.1,125,0,0,0,0,0,0,11.100000000000023,7.119445855638652,79.02584899758921,0
298.5,309.6,1572,33.0,127,0,0,0,0,0,0,11.100000000000023,5.432442016587471,60.30010638412105,1
298.5,309.6,1861,26.9,130,0,0,0,0,0,0,11.100000000000023,5.242365189069775,58.19025359867462,0
298.5,309.5,1548,44.5,132,0,0,0,0,0,0,11.0,7.213725051172883,79.35097556290171,0
298.6,309.8,1496,37.7,134,0,0,0,0,0,0,11.199999999999989,5.906110412944716,66.14843662498075,0
298.6,309.7,1314,49.7,136,0,0,0,0,0,0,11.099999999999966,6.838807383893478,75.91076196121737,1
298.6,309.7,1422,49.7,139,0,0,0,0,0,0,11.099999999999966,7.4009011414737635,82.15000267035852,1
298.6,309.8,1842,20.1,142,0,0,0,0,0,0,11.199999999999989,3.8771651575013077,43.424249764014604,0
298.7,309.9,1434,53.0,144,0,0,0,0,0,0,11.199999999999989,7.958910828604382,89.13980128036899,1
298.8,310.1,1585,31.3,147,0,0,0,0,0,0,11.300000000000011,5.195199411363881,58.70575334841192,1
298.8,310.1,1704,30.7,150,0,0,0,0,0,0,11.300000000000011,5.478183605623737,61.903474743548294,2
298.9,310.2,1971,23.2,155,0,0,0,0,0,0,11.300000000000011,4.788541186307706,54.11051540527713,0
299.0,310.3,1431,39.9,157,0,0,0,0,0,0,11.300000000000011,5.979173386091702,67.5646592628363,0
298.9,310.4,1546,37.7,159,0,0,0,0,0,0,11.5,6.103507151345274,70.19033224047065,0
298.9,310.3,1496,36.3,161,0,0,0,0,0,0,11.400000000000034,5.6867853578220995,64.82935307917212,0
298.9,310.3,1243,63.0,163,0,0,0,0,0,0,11.400000000000034,8.200499303665438,93.48569206178628,2
299.0,310.4,1452,46.2,168,0,0,0,0,0,0,11.399999999999977,7.024852500839066,80.0833185095652,0
299.1,310.6,1380,44.7,170,0,0,0,0,0,0,11.5,6.459742814311334,74.28704236458034,0
299.2,310.6,1567,38.4,172,0,0,0,0,0,0,11.400000000000034,6.301280880864263,71.8346020418528,0
299.1,310.5,1628,35.9,174,0,0,0,0,0,0,11.399999999999977,6.120367031919539,69.7721841638826,0
299.1,310.4,1505,46.1,176,0,0,0,0,0,0,11.299999999999955,7.265508970079554,82.10025136189863,0
299.0,310.3,1827,28.0,178,0,0,0,0,0,0,11.300000000000011,5.357043792901315,60.534594859784924,1
299.0,310.3,1577,40.0,181,0,0,0,0,0,0,11.300000000000011,6.605722152948138,74.64466032831403,0
298.9,310.2,1304,57.2,183,0,0,0,0,0,0,11.300000000000011,7.810920870669279,88.26340583856295,0
298.9,310.1,1324,54.6,185,0,0,0,0,0,0,11.200000000000045,7.570232985502254,84.78660943762559,2
298.8,310.0,1537,39.9,190,0,0,0,0,0,0,11.199999999999989,6.42207511839479,71.92724132602157,0
298.8,310.1,1501,48.7,192,0,0,0,0,0,0,11.300000000000011,7.654877963565474,86.50012098828994,1
298.7,309.9,1654,29.1,195,0,0,0,0,0,0,11.199999999999989,5.040308421566393,56.451454321543544,1
298.7,310.0,1519,38.1,198,0,0,0,0,0,0,11.300000000000011,6.060540635819678,68.48410918476243,1
298.7,309.9,1371,51.3,201,0,0,0,0,0,0,11.199999999999989,7.365181233002446,82.49002980962732,0
298.7,309.8,1181,65.9,203,1,0,0,0,1,0,11.100000000000023,8.150118629477369,90.46631678719898,0
298.6,309.8,1469,42.8,205,0,0,0,0,0,0,11.199999999999989,6.5840661075893925,73.74154040500112,0
298.6,309.8,1637,34.6,207,0,0,0,0,0,0,11.199999999999989,5.931347873928554,66.43109618799974,0
298.6,309.8,1370,56.0,0,0,0,0,0,0,0,11.199999999999989,8.034099612780297,89.98191566313923,0
298.6,309.9,1630,30.6,2,0,0,0,0,0,0,11.299999999999955,5.22321194585839,59.02229498819957,0
298.6,310.0,1517,39.0,4,0,0,0,0,0,0,11.399999999999977,6.195534872144431,70.62909754244637,0
298.6,309.9,1668,32.3,6,0,0,0,0,0,0,11.299999999999955,5.641923414728837,63.753734586435606,1
298.6,309.9,1818,24.9,9,0,0,0,0,0,0,11.299999999999955,4.740474818707782,53.56736545139773,1
298.6,310.0,1541,36.9,12,0,0,0,0,0,0,11.399999999999977,5.9546689633937016,67.88322618268806,1
298.5,309.9,1482,42.1,15,0,0,0,0,0,0,11.399999999999977,6.533695905376837,74.4841333212958,0
298.6,310.1,1439,49.9,17,0,0,0,0,0,0,11.5,7.5195172080978,86.4744478931247,0
298.5,310.0,1492,41.2,19,0,0,0,0,0,0,11.5,6.437165235107534,74.02740020373663,0
298.4,309.9,1725,27.8,21,0,0,0,0,0,0,11.5,5.021835856763284,57.75111235277776,0
298.4,310.0,1559,44.2,23,0,0,0,0,0,0,11.600000000000023,7.2160079418344925,83.70569212528028,0
298.5,310.0,1435,42.5,25,0,0,0,0,0,0,11.5,6.3865960653602505,73.44585475164288,0
298.6,310.0,1512,37.5,27,0,0,0,0,0,0,11.399999999999977,5.937610115284709,67.68875531424555,1
298.6,309.9,1564,37.1,30,0,0,0,0,0,0,11.299999999999955,6.076300958965186,68.66220083630633,0
298.6,310.0,1522,40.3,32,0,0,0,0,0,0,11.399999999999977,6.423153731872524,73.22395254334663,0
298.6,309.9,1356,59.5,34,0,0,0,0,0,0,11.299999999999955,8.44899928256439,95.47369189297723,0
298.6,309.9,1556,38.6,36,0,0,0,0,0,0,11.299999999999955,6.289636044094959,71.07288729827275,0
298.6,309.9,1393,45.5,38,0,0,0,0,0,0,11.299999999999955,6.637295159116715,75.00143529801858,0
298.7,309.9,1753,26.8,40,0,0,0,0,0,0,11.199999999999989,4.919775983423664,55.10149101434498,0
298.7,309.9,1651,29.5,42,0,0,0,0,0,0,11.199999999999989,5.100323313225469,57.12362110812519,0
298.7,309.9,1372,54.7,44,0,0,0,0,0,0,11.199999999999989,7.859050070122276,88.0213607853694,0
298.7,309.9,1446,43.3,46,0,0,0,0,0,0,11.199999999999989,6.556692363601114,73.4349544723324,0
298.7,309.8,1501,44.7,48,0,0,0,0,0,0,11.100000000000023,7.026140553827036,77.99016014748025,1
298.7,309.9,1411,45.1,51,0,0,0,0,0,0,11.199999999999989,6.663956808770181,74.63631625822596,1
298.6,309.7,1672,27.5,54,0,0,0,0,0,0,11.099999999999966,4.815014340401956,53.44665917846155,2
298.7,309.8,1475,40.5,59,0,0,0,0,0,0,11.100000000000023,6.255696371460676,69.43822972321364,1
298.7,309.8,1469,38.4,62,0,0,0,0,0,0,11.100000000000023,5.90719949839796,65.56991443221749,0
298.6,309.8,1704,28.3,64,0,0,0,0,0,0,11.199999999999989,5.049921695086377,56.55912298496737,0
298.6,309.7,1463,39.1,66,0,0,0,0,0,0,11.099999999999966,5.990315568036434,66.49250280520421,2
298.6,309.7,1280,64.1,71,0,0,0,0,0,0,11.099999999999966,8.592046468057847,95.3717157954418,1
298.7,309.9,1464,38.0,74,0,0,0,0,0,0,11.199999999999989,5.825769416816912,65.24861746834935,0
298.6,309.8,1332,46.4,76,0,0,0,0,0,0,11.199999999999989,6.472183521219548,72.48845543765886,0
298.5,309.7,1634,37.8,78,0,0,0,0,0,0,11.199999999999989,6.46803661891681,72.4420101318682,0
298.6,309.8,1430,43.1,80,0,0,0,0,0,0,11.199999999999989,6.45419266728999,72.28695787364782,1
298.5,309.7,1523,44.6,83,0,0,0,0,0,0,11.199999999999989,7.1131731423069855,79.66753919383815,1
298.5,309.7,1557,37.7,86,0,0,0,0,0,0,11.199999999999989,6.1469344337933975,68.84566565848598,1
298.5,309.6,1585,32.2,89,0,0,0,0,0,0,11.100000000000023,5.344582142042077,59.32486177666717,0
298.5,309.6,1579,33.5,91,0,0,0,0,0,0,11.100000000000023,5.539308526687083,61.48632464622675,2
298.5,309.7,1354,60.8,96,0,0,0,0,0,0,11.199999999999989,8.620865344666775,96.55369186026779,1
298.6,309.7,1627,33.4,99,0,0,0,0,0,0,11.099999999999966,5.690659988761527,63.16632587525275,0
298.4,309.6,1477,35.6,101,0,0,0,0,0,0,11.200000000000045,5.506290387897855,61.67045234445623,0
298.3,309.4,1595,29.0,103,0,0,0,0,0,0,11.099999999999966,4.843812273059863,53.76631623096432,1
